Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
3.188137054,-9.079864502,-0.016151553
3.080160856,-9.048757553,-0.045164529
2.974876642,-9.060722351,-0.071485579
2.931805849,-9.020044327,-0.155234367
2.893520832,-9.017651558,-0.238983154
2.83370018,-9.017651558,-0.370588422
2.795415163,-9.032008171,-0.538085997
2.747558594,-9.053544044,-0.653240562
2.752344131,-9.00568676,-0.748953462
2.706880569,-8.988937378,-0.875773072
2.57766819,-9.051150322,-0.945164919
2.462513685,-9.101400375,-1.024128079
2.414657116,-9.094221115,-1.048056364
2.414657116,-9.055936813,-1.028913736
2.381157637,-9.048757553,-1.012163997
2.407478571,-9.067900658,-0.995414197
2.438585281,-9.036793709,-0.981057286
2.450549603,-9.022437096,-0.978664458
2.433799744,-9.03440094,-0.957129061
2.445763826,-9.077471733,-0.973878801
2.436192513,-9.099007607,-0.95952189
2.464906454,-9.089435577,-0.969093144
2.517548561,-9.108578682,-0.930808008
2.505584478,-9.146863937,-0.923629522
2.469691992,-9.194720268,-0.971485972
2.462513685,-9.242576599,-1.009771109
2.429013968,-9.285647392,-1.03848505
2.42422843,-9.321539879,-1.098305583
2.407478571,-9.343074799,-1.158126116
2.397907495,-9.388837814,-1.182353497
2.366800785,-9.441479683,-1.23978126
2.342872381,-9.465408325,-1.263709426
2.340479612,-9.494122505,-1.234995604
2.340479612,-9.549157143,-1.218245864
2.340479612,-9.599406242,-1.220638633
2.297408819,-9.675976753,-1.232602715
2.275873423,-9.786046028,-1.227817178
2.292623281,-9.862616539,-1.211067319
2.237588167,-10.01366329,-1.275673628
2.165803671,-10.12851906,-1.275673628
2.139482498,-10.23858929,-1.263709426
2.084447622,-10.31755257,-1.172782183
2.043769598,-10.37737274,-1.117448211
2.060519457,-10.39412212,-1.024128079
2.034198284,-10.43001461,-0.961914718
2.019841433,-10.39172935,-0.923629522
2.005484581,-10.3534441,-0.734596551
2.034198284,-10.26730251,-0.573978305
2.067697763,-10.15962601,-0.38973099
2.132304192,-10.0399847,-0.243768811
2.278266191,-9.884152412,-0.037686955
2.429013968,-9.716654778,0.158524498
2.575275421,-9.561120987,0.345164657
2.711666346,-9.422337532,0.52492547
2.862414122,-9.276076317,0.73310101
3.017947674,-9.106185913,0.929312468
3.188137054,-9.003293991,1.176072359
3.343670607,-8.895617485,1.42971158
3.496811152,-8.833403587,1.676471353
3.637987614,-8.782855988,1.843968987
3.647558928,-8.79960537,1.913360834
3.532703638,-8.893224716,1.992323995
3.477668524,-9.000901222,2.023430586
3.542274714,-9.036793709,1.96839571
3.573381424,-9.036793709,1.908575177
3.614059448,-9.108578682,1.884646893
3.606881142,-9.173184395,1.786541224
3.575774431,-9.276076317,1.659721613
3.501596928,-9.388837814,1.582852125
3.369991541,-9.527621269,1.482353687
3.224029303,-9.618548393,1.389033556
3.092125177,-9.716654778,1.288534999
2.948555708,-9.795618057,1.233500123
2.781058073,-9.857831001,1.137787223
2.632703066,-9.929615974,1.041775107
2.469691992,-9.999306679,0.95802635
2.335694075,-10.02802086,0.888634503
2.194517374,-10.06869888,0.792921603
2.094018936,-10.1404829,0.706780016
2.02462697,-10.16441154,0.58953166
1.978864312,-10.1524477,0.48394838
1.940579176,-10.1333046,0.369092882
1.914258122,-10.12851906,0.304486692
2.005484581,-10.05673409,0.184845552
2.058126688,-9.949057579,0.108275227
2.175374985,-9.857831001,-0.006580262
2.297408819,-9.786046028,-0.095413804
2.431406975,-9.692726135,-0.171984121
2.599203587,-9.565906525,-0.258125752
2.754737139,-9.498908043,-0.305982202
2.895913601,-9.431908607,-0.322731942
3.017947674,-9.355039597,-0.231804699
3.080160856,-9.333503723,-0.188733891
3.142673492,-9.343074799,-0.088235334
3.219243765,-9.352646828,0.084346995
3.202493906,-9.367003441,0.211166605
3.185744286,-9.458230019,0.337986201
3.121138096,-9.506086349,0.457627326
3.07298255,-9.508479118,0.544068039
2.996412039,-9.606584549,0.596710146
2.900699139,-9.747760773,0.625424027
2.742773056,-9.872187614,0.632602513
2.556132793,-10.04477024,0.663709164
2.364407778,-10.23141098,0.678066135
2.192124605,-10.36301613,0.658923507
2.00787735,-10.53081226,0.68524456
1.835294962,-10.66241741,0.673280478
1.648654819,-10.78923702,0.661316335
1.526620865,-10.92562866,0.623031199
1.377966762,-11.02851963,0.630209684
1.260718465,-11.1125679,0.620638371
1.184148073,-11.15324497,0.565603435
1.112363458,-11.20588779,0.519840717
1.07647109,-11.17238808,0.457627326
1.035793066,-11.10538864,0.445663214
1.014257669,-11.04766178,0.424127817
1.002293587,-10.97348499,0.407378048
1.019043326,-10.90409279,0.443270385
1.033400297,-10.80598736,0.448056042
1.033400297,-10.7605238,0.421734989
1.059721351,-10.7054882,0.464805812
1.100399256,-10.61216831,0.495912492
1.105184913,-10.57866859,0.527318299
1.165005565,-10.52124119,0.570389092
1.217647672,-10.45633602,0.642173767
1.25353992,-10.39651489,0.73310101
1.279860973,-10.3654089,0.747457981
1.294217944,-10.36062336,0.773779035
1.315753341,-10.38215828,0.833599567
1.404287815,-10.35823059,0.864706278
1.445264935,-10.3654089,0.89342016
1.512263894,-10.36062336,0.948455095
1.531406522,-10.39172935,0.974776149
1.557727575,-10.39172935,0.974776149
1.576870084,-10.44915771,0.946062267
1.588834286,-10.48983574,0.9101699
1.603191137,-10.48504925,0.943669438
1.612762451,-10.51645565,0.929312468
1.617548108,-10.50209904,0.965204835
1.636690736,-10.54995537,0.946062267
1.619940877,-10.56670475,0.883848846
1.634297848,-10.59541893,0.881456018
1.564906001,-10.56431198,0.821635485
1.505085468,-10.58106136,0.757029235
1.421037555,-10.56909752,0.678066135
1.394716501,-10.55234814,0.623031199
1.306182027,-10.53320503,0.527318299
1.232004523,-10.48265648,0.460020155
1.196112275,-10.44676495,0.395413935
1.102792144,-10.38694382,0.333200544
1.040578723,-10.33430195,0.266201526
1.002293587,-10.25773144,0.125024989
0.851246655,-10.21466064,-0.025722843
0.688534737,-10.19551849,-0.183948234
0.537786901,-10.1404829,-0.32512477
0.382253408,-10.10219765,-0.468694121
0.259920359,-10.04237747,-0.547657311
0.099601239,-9.99691391,-0.646062136
-0.060717873,-9.963414192,-0.775274515
-0.18993029,-9.905687332,-0.844666421
-0.364905447,-9.900901794,-0.906879783
-0.546759963,-9.843474388,-0.957129061
-0.675972402,-9.83868885,-1.024128079
-0.814756095,-9.824331284,-1.064806104
-0.965803027,-9.80997467,-1.15094769
-1.090229869,-9.766903877,-1.182353497
-1.233799219,-9.79083252,-1.182353497
-1.363011599,-9.80997467,-1.230209947
-1.437488198,-9.802796364,-1.215852976
-1.490130305,-9.805189133,-1.249352574
-1.571486235,-9.783653259,-1.292423368
-1.628913999,-9.76211834,-1.237388372
-1.70548439,-9.759725571,-1.254138112
-1.810768485,-9.71186924,-1.246959686
-1.863410592,-9.702297211,-1.11984098
-1.80119729,-9.652048111,-0.933200836
-1.72223413,-9.652048111,-0.770488918
-1.633699656,-9.613762856,-0.643669307
-1.537986755,-9.613762856,-0.562014222
-1.463809252,-9.573084831,-0.483051062
-1.336690545,-9.558728218,-0.418444872
-1.262513041,-9.482157707,-0.377766877
-1.185942769,-9.446265221,-0.361017108
-1.049551845,-9.405587196,-0.353838652
-0.970588684,-9.352646828,-0.308375031
-0.867697299,-9.347860336,-0.296410918
-0.757328391,-9.321539879,-0.2222334
-0.673579574,-9.321539879,-0.160020009
-0.563509762,-9.311968803,-0.076271221
-0.474975288,-9.314361572,-0.01375873
-0.374476731,-9.311968803,0.065204419
-0.252143681,-9.302396774,0.141774744
-0.175573364,-9.333503723,0.237487644
-0.103788681,-9.355039597,0.321236432
-0.012861421,-9.36939621,0.357128769
0.068494551,-9.393623352,0.390628308
0.109172531,-9.403194427,0.412163705
0.173778743,-9.384052277,0.414556533
0.267098814,-9.388837814,0.433699101
0.310468733,-9.36939621,0.424127817
0.389431894,-9.345467567,0.407378048
0.42771706,-9.359825134,0.335593373
0.466002196,-9.384052277,0.266201526
0.470787853,-9.407979965,0.220737889
0.530608416,-9.400801659,0.249451757
0.521037102,-9.410373688,0.203988135
0.583250523,-9.446265221,0.065204419
0.647856712,-9.477372169,0.007776673
0.655035198,-9.494122505,-0.076271221
0.726819873,-9.489336014,-0.1265205
0.750748098,-9.491728783,-0.219840586
0.808175862,-9.479764938,-0.298803717
0.836889744,-9.470193863,-0.372981221
