Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
1.825723648,-8.579465866,-0.339481711
1.866401672,-8.615358353,-0.305982202
1.907079697,-8.687142372,-0.241375983
1.928615093,-8.766105652,-0.143270254
2.000698805,-8.809475899,-0.100199446
2.065304995,-8.871688843,-0.020937199
2.110768557,-8.993722916,0.084346995
2.127518415,-9.077471733,0.177667081
2.129911184,-9.189934731,0.208773777
2.177767754,-9.283254623,0.213559419
2.225624084,-9.386445045,0.215952247
2.223231316,-9.470193863,0.18005991
2.223231316,-9.568299294,0.144167557
2.18494606,-9.656833649,0.077168532
2.161017895,-9.719047546,0.038883369
2.084447622,-9.76211834,-0.032901313
2.027019978,-9.807581902,-0.090628155
1.966900229,-9.814760208,-0.157627195
1.892722726,-9.826724052,-0.248554453
1.816152334,-9.850652695,-0.329910427
1.751546144,-9.920044899,-0.349052995
1.694118381,-9.977771759,-0.329910427
1.586441398,-10.02084255,-0.296410918
1.473978758,-10.00648499,-0.291625261
1.373181105,-10.10219765,-0.253340095
1.303789258,-10.11894798,-0.148055896
1.275075316,-10.21705341,-0.006580262
1.248754263,-10.18834019,0.06759724
1.181755304,-10.27687454,0.22791636
1.167398334,-10.36062336,0.450448871
1.196112275,-10.39412212,0.615852714
1.212862015,-10.45633602,0.778564692
1.303789258,-10.53081226,0.946062267
1.373181105,-10.58345413,1.082453132
1.473978758,-10.5858469,1.152144074
1.631905079,-10.57627583,1.219143152
1.775474429,-10.57627583,1.331605792
1.959721804,-10.58824062,1.357926846
2.187339067,-10.48504925,1.360319614
2.338086843,-10.42762184,1.269392371
2.515155792,-10.34865856,1.233500123
2.64227438,-10.37976551,1.20717907
2.776272535,-10.33190918,1.03698957
2.927020311,-10.30558777,0.902991474
2.967698336,-10.30558777,0.821635485
3.046661377,-10.34626579,0.70199436
3.106482029,-10.38694382,0.556032181
3.168994427,-10.50927734,0.488734037
3.166601658,-10.62891865,0.335593373
3.176172972,-10.74616623,0.297308207
3.185744286,-10.91366386,0.206380948
3.180958509,-11.05753231,0.156131685
3.185744286,-11.22024441,0.058025949
3.216850996,-11.41167068,0.046061836
3.202493906,-11.6584301,0.026919255
3.302992582,-11.87378407,0.017347964
3.389134169,-12.11785221,0.062811591
3.496811152,-12.36461163,-0.011365907
3.590131283,-12.67567921,-0.001794617
3.664308786,-12.99183083,-0.148055896
3.712464333,-13.29093361,-0.298803717
3.750749588,-13.59272766,-0.346660167
3.846462488,-13.87777328,-0.487836719
3.875176191,-14.10987663,-0.605384111
3.908675671,-14.26541042,-0.732203722
3.865604877,-14.41615868,-0.887737215
3.863212109,-14.4571352,-1.009771109
3.846462488,-14.47388554,-1.148554921
3.791427374,-14.46192074,-1.268495083
3.750749588,-14.41376495,-1.366600871
3.750749588,-14.35633755,-1.426421404
3.755535126,-14.27737427,-1.522134304
3.896711588,-14.18166161,-1.493420482
3.98763895,-14.0620203,-1.43359983
4.095315933,-13.93998623,-1.301994562
4.217350006,-13.78176117,-1.15094769
4.346861362,-13.62622738,-1.004985452
4.459323883,-13.54247856,-0.873380244
4.586143494,-13.40848064,-0.693918586
4.660321236,-13.31994629,-0.516550601
4.70099926,-13.22393417,-0.339481711
4.696213722,-13.13300705,-0.176769778
4.748855591,-13.07557964,0.043669011
4.75124836,-12.95354557,0.230309174
4.710570335,-12.92722416,0.342771858
4.705784798,-12.81236839,0.469591439
4.662714005,-12.80758286,0.596710146
4.619643211,-12.83629704,0.718744099
4.535894394,-12.81476212,0.812064171
4.425824642,-12.7884407,0.9101699
4.289433479,-12.75015545,1.060917735
4.100101471,-12.68764305,1.171286702
3.882354736,-12.60389423,1.35074842
3.645166159,-12.44836044,1.49431777
3.401098251,-12.23061371,1.666900039
3.111566782,-12.05803108,1.781755567
2.778665304,-11.85464191,1.772184253
2.445763826,-11.57916832,1.925324917
2.070090771,-11.41884899,1.922932148
1.701296926,-11.14845943,1.875075698
1.373181105,-10.80838013,1.884646893
1.011864901,-10.54516983,1.836790442
0.623928487,-10.27448177,1.820040703
0.281455755,-10.03519917,1.786541224
-0.02003989,-9.812367439,1.79132688
-0.281156659,-9.647262573,1.800898194
-0.594616413,-9.491728783,1.71236372
-0.891625524,-9.381659508,1.707578063
-1.157228827,-9.213862419,1.659721613
-1.379761338,-9.173184395,1.566102386
-1.593021631,-9.182756424,1.417747378
-1.813161373,-9.252147675,1.214357495
-1.964208245,-9.417551994,1.005882859
-2.002493382,-9.606584549,0.78095752
-2.040778637,-9.848259926,0.536889553
-2.016850471,-10.0830555,0.239880472
-1.985743642,-10.32712364,-0.023330022
-1.954637051,-10.60738277,-0.334696055
-1.916052699,-10.94477081,-0.60777694
-1.746162295,-11.28006458,-0.918843865
-1.535593987,-11.50738335,-1.189531922
-1.336690545,-11.66560841,-1.297209024
-1.138086319,-11.79003525,-1.333101273
-0.886839867,-11.96471119,-1.414457321
-0.577866674,-12.17527962,-1.610668778
-0.21385853,-12.46989632,-1.768894196
0.104386888,-12.79561901,-1.902892232
0.341575444,-13.01575851,-1.888535261
0.566500783,-13.20957756,-1.907677889
0.73160553,-13.3271246,-1.895713687
0.85842514,-13.43240929,-1.914856315
0.968794048,-13.58794212,-1.893320918
1.02861464,-13.65254879,-1.816750646
1.086042404,-13.67647648,-1.699203134
1.09322083,-13.63579941,-1.507777333
1.09322083,-13.68126297,-1.20867455
1.131505966,-13.65015602,-0.820738196
1.119541883,-13.63101292,-0.456730008
1.131505966,-13.59990692,-0.164805666
1.133898854,-13.51137257,0.144167557
1.121934772,-13.40369511,0.337986201
1.126720309,-13.23589802,0.558425009
1.138684511,-13.06122208,0.747457981
1.143470168,-12.93440247,0.883848846
1.176969647,-12.81236839,1.003489971
1.176969647,-12.69482136,1.063310504
1.145862937,-12.47707462,1.094716311
1.165005565,-12.21864986,1.101894855
1.153041363,-12.05563831,1.118644595
1.150648594,-11.89771271,1.156929731
1.150648594,-11.78285694,1.152144074
1.179362416,-11.57198906,1.039382339
1.198505044,-11.42124176,0.912562728
1.193719387,-11.27767181,0.70199436
1.200897813,-11.20828056,0.46719861
1.179362416,-11.09821033,0.251844585
1.138684511,-11.02612686,0.007776673
1.050150037,-10.9304142,-0.224626228
0.990329444,-10.83230782,-0.420837671
0.88504529,-10.73420238,-0.528514683
0.745962441,-10.64566803,-0.660419047
0.652642369,-10.60738277,-0.736989379
0.609571576,-10.50927734,-0.768096089
0.525822759,-10.36301613,-0.58115679
0.506680191,-10.08066273,-0.217447758
0.533001244,-9.702297211,-0.052342996
0.590429008,-9.29043293,0.122632161
0.707677305,-8.809475899,0.347557485
0.834496915,-8.270791054,0.709172785
0.99750793,-7.856534004,0.929312468
1.133898854,-7.535596848,1.053739309
1.279860973,-7.265207767,1.075274706
1.428515077,-7.020840645,1.015454054
1.538584948,-6.831807613,0.950847924
1.653440475,-6.61166811,0.768993378
1.725225091,-6.467799664,0.611067057
1.780260086,-6.393621922,0.850349367
1.847259045,-6.345765591,1.070489049
1.93340075,-6.264409542,1.142572761
1.998306036,-6.211767673,0.97238332
2.003091574,-6.156732559,0.790528774
2.031805515,-6.049055576,0.646959424
2.005484581,-5.898008823,0.613459885
1.995913148,-5.744868279,0.48394838
2.031805515,-5.661119461,0.294915378
1.986341953,-5.656333447,0.182452723
1.942971945,-5.639584064,0.050847482
1.887937069,-5.632405281,-0.140877441
1.828116536,-5.689833164,-0.298803717
1.732403636,-5.711368561,-0.435194612
1.64626193,-5.69940424,-0.736989379
1.629512191,-5.668297768,-1.131805062
1.55054903,-5.677868843,-1.52931273
1.421037555,-5.725725651,-2.053640127
1.23679018,-5.790331841,-2.60428834
0.985543847,-5.802295685,-3.030509949
0.786640465,-5.838188171,-3.317648649
0.501894534,-5.847759247,-3.459124327
0.312861562,-5.859723568,-3.56680131
0.018245272,-5.909972668,-3.633800268
-0.410369098,-5.979364872,-3.581158161
-0.822233677,-6.017949104,-3.432803154
-1.229013562,-6.089733601,-3.403790236
-1.566700578,-6.072983742,-3.401397467
-1.80119729,-6.077769279,-3.360719442
-2.067099571,-6.130411625,-3.293720484
-2.301596165,-6.106483459,-3.111865759
-2.536391973,-6.099305153,-3.049652576
-2.706282377,-6.020341873,-3.016152859
-2.859423161,-5.962615013,-2.939582586
-2.969492912,-5.90518713,-2.91804719
-2.971885681,-5.883651733,-3.075973511
-2.933600664,-5.723332882,-3.107080221
-2.89292264,-5.567799091,-3.102294445
-2.821137905,-5.395216942,-3.071187973
-2.699103832,-5.280361176,-3.068794966
-2.55792737,-5.136792183,-3.087937593
-2.476272345,-4.993222713,-3.1405797
-2.378166676,-4.846961498,-3.147758245
-2.21306181,-4.68664217,-3.157329559
-2.079063892,-4.523930073,-3.181257725
-1.925624013,-4.377968311,-3.236292601
-1.77009058,-4.248456478,-3.202793121
-1.585843205,-4.114458561,-3.150151014
-1.415952802,-3.994817495,-3.047259569
-1.245763302,-3.896711588,-2.982653379
-1.07348001,-3.740879059,-2.9491539
-0.944267631,-3.645166159,-3.011367321
-0.754935563,-3.539881945,-3.004188776
-0.592223585,-3.458526134,-3.059223652
-0.477368116,-3.393919706,-3.087937593
-0.338584393,-3.365206003,-3.159722328
-0.206680059,-3.35324192,-3.272184849
-0.110967152,-3.362813234,-3.363112211
-0.053539407,-3.398705482,-3.454338551
0.011066805,-3.413062334,-3.485445261
0.090029955,-3.436990738,-3.55244422
0.149850518,-3.506382465,-3.669692516
0.185742855,-3.551846027,-3.83958292
0.214456722,-3.582952738,-3.983451605
0.243170604,-3.645166159,-4.098307133
0.271884471,-3.688236952,-4.256233215
0.240777776,-3.789034605,-4.485944271
0.250349075,-3.872783422,-4.562813759
0.271884471,-3.913461447,-4.689633369
0.250349075,-4.068994999,-4.773382187
0.259920359,-4.200600147,-4.893023014
0.250349075,-4.382753849,-4.969593525
0.22642085,-4.569394112,-5.123033047
0.204885438,-4.784748077,-5.187639713
0.180957213,-5.024329185,-5.178068161
0.195314154,-5.258825779,-5.134997368
0.20249261,-5.512764454,-5.118247509
0.173778743,-5.811867237,-5.134997368
0.159421802,-6.151947021,-5.223531723
0.245563418,-6.405586243,-5.134997368
0.295812696,-6.748058796,-5.120640278
0.334396958,-7.109375,-5.146961689
0.394217521,-7.468597889,-5.223531723
0.47557351,-7.861319542,-5.304887772
0.573679209,-8.325826645,-5.379065514
0.638285458,-8.768498421,-5.551348686
0.736391187,-9.271290779,-5.76460886
0.897009373,-9.699904442,-6.027819157
1.126720309,-10.07348442,-6.310471535
1.409073472,-10.40130138,-6.698108673
1.732403636,-10.67916775,-7.057331085
2.08923316,-10.99741268,-7.454838753
2.452942371,-11.41167068,-8.029415131
2.828914642,-11.91206932,-8.445766449
3.228815079,-12.44357491,-8.965308189
3.621237993,-12.97508049,-9.453742981
4.068994999,-13.52333641,-9.908679008
4.516751766,-14.054842,-10.35882854
4.959722996,-14.44277859,-10.65553856
5.414658546,-14.86870098,-10.87358475
5.857330799,-15.20399475,-10.99561787
6.329015732,-15.43370628,-10.97408295
6.805486679,-15.59193134,-10.9932251
7.253243446,-15.58953857,-10.78983593
7.7368927,-15.41217041,-10.41386318
8.246863365,-15.03410435,-9.82732296
8.706285477,-14.55045509,-9.22881794
9.132506371,-13.91366577,-8.656634331
9.233005524,-13.26700497,-8.261519432
8.859724998,-12.55364513,-7.962416649
8.182256699,-12.00538921,-7.591229916
7.289135933,-11.5456686,-7.133901596
6.455835342,-11.03330517,-6.568896294
5.711368561,-10.54277611,-6.130710602
5.091328144,-10.01844978,-5.707180977
4.55742979,-9.491728783,-5.419743061
4.112065792,-8.938688278,-5.123033047
3.71724987,-8.376075745,-4.902594566
3.492025614,-7.784749508,-4.680061817
3.302992582,-7.176673412,-4.47397995
3.13070941,-6.566204548,-4.253840446
2.953341246,-5.988935947,-4.079164505
2.793022156,-5.448158264,-3.985844374
2.659024239,-4.923830986,-3.947260141
2.467299223,-4.49521637,-3.990629911
2.213660002,-4.126422882,-4.093521118
1.916650891,-3.777070522,-4.215555191
1.536192179,-3.623630762,-4.349553585
1.155434251,-3.501596928,-4.452444553
0.856032312,-3.477668524,-4.584349155
0.614357233,-3.556631804,-4.809274197
0.52342993,-3.685844183,-5.10149765
0.482751966,-3.879961967,-5.443671703
0.645463884,-4.112065792,-5.733502388
0.602393091,-4.490430832,-5.908178329
0.518644333,-4.995615482,-6.145067692
0.628714144,-5.522335529,-6.506682873
0.743569613,-6.087340832,-6.865905285
0.82731843,-6.69063139,-7.109973431
0.894616544,-7.281957626,-7.265506744
0.968794048,-7.949853897,-7.459624767
1.050150037,-8.524430275,-7.548159122
1.196112275,-9.060722351,-7.655836105
1.318146229,-9.546764374,-7.768298626
1.459621787,-10.06630611,-7.761120319
1.557727575,-10.48265648,-7.581658363
1.734796405,-10.8682003,-7.155436993
1.954936147,-11.26570797,-6.616752625
1.969292998,-11.76850033,-6.128317833
1.976471543,-12.37178993,-5.704788208
1.9812572,-12.99661636,-5.094319344
1.892722726,-13.69322681,-4.445266247
1.741974831,-14.43799305,-3.964009762
1.636690736,-14.98385525,-3.403790236
1.615155339,-15.55364609,-2.833999395
1.641476393,-16.00349617,-2.113460541
1.488335729,-16.62593079,-1.419242978
1.325324655,-17.25823402,-0.961914718
1.200897813,-17.8136673,-0.674775958
1.071685433,-18.31376648,-0.396909446
1.042971611,-18.75673866,-0.2222334
1.054935694,-19.05853271,0.031704899
1.102792144,-19.30260086,0.266201526
1.107577801,-19.42224312,0.455234498
1.057328463,-19.30499458,0.670887649
0.846460998,-18.71845245,0.790528774
0.336789787,-17.47837257,0.981954575
-0.211465702,-15.93889046,1.252642632
-0.750149906,-14.23430347,1.336391449
-1.185942769,-12.48186016,1.386640668
-1.549950838,-10.79880905,1.307677627
-1.928016901,-9.228219986,1.180858016
-2.280060768,-7.791927814,0.725922585
-2.586641312,-6.472585201,0.290129751
-2.785245657,-5.515157223,-0.008973085
-3.034099102,-4.787140846,-0.339481711
-3.314358473,-4.188635826,-0.459122837
-3.652045488,-3.649951935,-0.375374049
-4.046861172,-3.22642231,-0.217447758
-4.537689209,-2.967698336,-0.083449692
-4.999803066,-2.843271494,0.122632161
-5.426024437,-2.81695056,0.476769924
-5.81844759,-2.922234535,0.984347403
-6.136991978,-3.156731367,1.489532113
-6.385845661,-3.511168242,1.910967946
-6.591927052,-4.047459602,2.092822552
-6.649354935,-4.813461781,1.963610053
-6.306882381,-5.790331841,1.422533035
-4.774877548,-6.649953365,0.582353234
-2.897708178,-7.29631424,-0.540478826
-1.037587762,-7.789535046,-1.65613234
0.535394073,-8.217850685,-2.501396894
1.890329838,-8.524430275,-3.30089879
3.037090063,-8.732605934,-3.593122244
3.903890133,-8.878867149,-3.51894474
4.586143494,-8.967401505,-3.308077335
5.151148796,-9.1420784,-2.937189817
5.589334488,-9.417551994,-2.362613201
5.915057659,-9.699904442,-1.653739572
6.125626087,-10.01844978,-0.820738196
6.216553211,-10.36062336,0.132203445
6.144768715,-10.73659515,1.118644595
6.008377552,-11.17956638,2.030609131
5.871687889,-11.50738335,2.921337366
5.764010429,-11.86660576,3.718446493
5.63479805,-12.19472122,4.427021027
5.558228016,-12.51057434,5.116752148
5.44337225,-12.73549938,5.688935757
5.354837894,-12.87218952,6.062216282
5.33539629,-12.92004585,6.347260952
5.366802216,-12.92243862,6.431009769
5.400301456,-12.82433319,6.407081604
5.50558567,-12.54646683,6.361618042
5.632405281,-12.11785221,6.203691959
5.787939072,-11.57438183,5.913861275
5.927021503,-10.87298584,5.44696188
5.994020939,-10.04716301,4.661816597
5.922235966,-9.242576599,3.476771355
5.771189213,-8.522037506,2.123929262
5.412265778,-8.059924126,0.666101992
4.787140846,-7.849355698,-0.961914718
4.332504272,-7.597810268,-2.264208317
3.918246984,-7.478168964,-3.447160006
3.5781672,-7.444669247,-4.411766529
3.286242723,-7.511668682,-5.029414177
3.056232691,-7.456633568,-5.345565796
2.888735056,-7.272386074,-5.570491314
2.716451883,-7.183851719,-5.580062389
2.678166628,-6.951448917,-5.441278458
2.692523718,-6.573382854,-5.340780258
2.668595552,-6.381658077,-5.012664318
2.596810818,-6.357729912,-4.347160339
2.438585281,-6.386443615,-3.399004459
2.311765671,-6.407979012,-2.326720953
2.19930315,-6.498906136,-1.335494161
2.113161564,-6.59731102,-0.334696055
2.096411705,-6.728916168,0.364307255
1.986341953,-6.894021034,0.926919699
1.957328916,-7.018447876,1.298106313
1.90229404,-7.19581604,1.71236372
1.804188251,-7.370491982,2.023430586
1.744367719,-7.573882103,2.308475733
1.768295884,-7.744071484,2.504687071
1.830509305,-7.916354656,2.66739893
1.945364833,-8.083851814,2.614757061
2.053340912,-8.203493118,2.413759947
2.26390934,-8.323433876,2.119143486
2.486441851,-8.371290207,1.693221092
2.754737139,-8.433503151,1.216750264
3.037090063,-8.471788406,0.721136928
3.30777812,-8.510073662,0.201595306
3.5781672,-8.502895355,-0.203090817
3.79621315,-8.478966713,-0.60777694
3.908675671,-8.469395638,-0.916451097
4.00199604,-8.467002869,-1.244566917
4.090530396,-8.502895355,-1.467099428
4.071387768,-8.577073097,-1.392921925
4.061816216,-8.701499939,-1.242174029
4.004388809,-8.737391472,-1.316351533
3.949353695,-8.787641525,-1.452742457
3.81296277,-8.754141808,-1.670489311
3.618845224,-8.754141808,-1.740180254
3.458526134,-8.725427628,-1.641775489
3.319742203,-8.730213165,-1.412064433
3.231207848,-8.847761154,-1.189531922
3.020340443,-8.969795227,-1.028913736
2.857628345,-8.953044891,-0.973878801
2.840878725,-8.840581894,-0.870987415
2.900699139,-8.679964066,-0.729810894
2.922234535,-8.665607452,-0.624526739
2.883949518,-8.636893272,-0.643669307
2.692523718,-8.703892708,-0.744167864
2.541476727,-8.69910717,-0.851844847
2.376372099,-8.746963501,-0.966700375
2.256730795,-8.756534576,-1.069591761
2.096411705,-8.62014389,-1.031306505
2.053340912,-8.565108299,-1.268495083
2.060519457,-8.538787842,-1.412064433
2.170589209,-8.390432358,-1.41685009
2.275873423,-8.282755852,-1.428814173
2.311765671,-8.136494637,-1.424028635
2.309372902,-8.076673508,-1.455135226
2.342872381,-8.04317379,-1.502991676
2.431406975,-7.992925167,-1.457528114
2.491227388,-8.002495766,-1.471885085
2.551347256,-8.033602715,-1.4479568
2.594418049,-8.055138588,-1.349851131
2.623131752,-8.031209946,-1.280459166
2.644667149,-8.024031639,-1.242174029
2.747558594,-8.028817177,-1.175175071
2.869592667,-8.057531357,-1.060020447
2.965305567,-8.014460564,-0.973878801
3.080160856,-8.026424408,-0.887737215
3.200101137,-8.031209946,-0.662811875
3.324527979,-8.12213707,-0.576371133
3.436990738,-8.17956543,-0.540478826
3.544667721,-8.232207298,-0.387338162
3.606881142,-8.304290771,-0.310767829
3.661916018,-8.383254051,-0.224626228
3.698107481,-8.428717613,-0.1265205
3.705285788,-8.536395073,-0.030508488
3.70050025,-8.601000786,0.048454657
3.690928936,-8.663214684,0.110668048
3.698107481,-8.679964066,0.129810631
3.683750391,-8.696713448,0.192024022
3.681357622,-8.684749603,0.192024022
3.635594845,-8.677571297,0.158524498
3.616452217,-8.648857117,0.122632161
3.506382465,-8.660821915,0.010169496
3.405884027,-8.665607452,-0.081056871
3.362813234,-8.682356834,-0.155234367
3.336492062,-8.69192791,-0.234197512
3.326920748,-8.629714966,-0.449551553
3.21206522,-8.634500504,-0.53330034
3.152244806,-8.67039299,-0.602991283
3.096910715,-8.703892708,-0.643669307
3.121138096,-8.708678246,-0.70348984
3.252743244,-8.653642654,-0.763310432
3.154637575,-8.586644173,-0.91166544
3.092125177,-8.541180611,-1.028913736
3.056232691,-8.545966148,-1.115055323
3.094517946,-8.524430275,-1.112662554
3.154637575,-8.505288124,-1.143769264
3.166601658,-8.517251968,-1.141376376
3.13070941,-8.522037506,-1.189531922
3.157030344,-8.548358917,-1.182353497
3.231207848,-8.629714966,-1.170389414
3.195315599,-8.751749039,-1.083948612
3.168994427,-8.874081612,-1.004985452
3.176172972,-9.010472298,-0.875773072
3.164208889,-9.170791626,-0.667597532
3.168994427,-9.338289261,-0.413659215
3.233600616,-9.465408325,-0.260518551
3.149851799,-9.652048111,-0.059521463
3.173780203,-9.857831001,0.122632161
3.082553864,-10.02802086,0.268594354
2.938984394,-10.24098206,0.43609193
2.840878725,-10.42762184,0.587138832
2.740380049,-10.64566803,0.737886667
2.644667149,-10.81555843,0.938883781
2.553740025,-10.9304142,1.046560764
2.505584478,-11.03809071,1.195214868
2.450549603,-11.01655579,1.295713425
2.48883462,-11.04048347,1.415354609
2.500798702,-11.02373409,1.448854089
2.560918331,-10.96391296,1.482353687
2.67338109,-10.93280697,1.472782373
2.797807932,-10.89930725,1.465603828
2.891128063,-10.82512951,1.322034478
2.970091105,-10.75813103,1.271785259
3.08973217,-10.73898792,1.099501967
3.135494947,-10.76291656,0.867099106
3.207279682,-10.83709335,0.656530738
3.279064417,-10.88495064,0.385842651
3.288635731,-11.00698376,0.12023934
3.286242723,-11.16520977,-0.169591308
3.264707327,-11.33510017,-0.353838652
3.216850996,-11.50020504,-0.610169768
3.204886913,-11.67996597,-0.813559711
3.111566782,-11.86421299,-0.983450115
3.068196774,-12.04606724,-1.199103236
3.051447153,-12.15853024,-1.316351533
3.061018467,-12.35743332,-1.452742457
3.094517946,-12.56082344,-1.483849168
3.185744286,-12.7812624,-1.569990754
3.245564699,-13.02293682,-1.565205097
3.377170086,-13.25025558,-1.483849168
3.458526134,-13.5161581,-1.450349569
3.580559969,-13.71236897,-1.407278776
3.705285788,-13.90648746,-1.395314693
3.834498405,-14.05723476,-1.40010035
3.942175388,-14.12901974,-1.435992718
4.085744858,-14.15534019,-1.52931273
4.260719776,-14.09791279,-1.610668778
4.392324924,-14.00937843,-1.706381679
4.543072701,-13.8296175,-1.744965911
4.75124836,-13.65254879,-1.733001828
4.926223755,-13.41565895,-1.742573142
5.136792183,-13.12822151,-1.675274968
5.33539629,-12.82433319,-1.579562068
5.536692619,-12.52253819,-1.435992718
5.701797485,-12.29043484,-1.22542429
5.821438313,-12.07956696,-0.918843865
5.876473427,-11.88096237,-0.631705165
5.878866196,-11.76132107,-0.32512477
5.835795403,-11.6584301,-0.059521463
5.735296726,-11.55763245,0.172881439
5.57019186,-11.50020504,0.455234498
5.390730381,-11.5384903,0.819242656
5.1296134,-11.56241798,1.164108157
4.904688358,-11.54806137,1.400997639
4.655535698,-11.64885902,1.470389485
4.322933197,-11.74457169,1.451246977
3.98763895,-11.85942745,1.432104349
3.683750391,-11.91206932,1.38185513
3.334099293,-12.03649616,1.372283816
2.979662418,-12.13460159,1.365105271
2.663809776,-12.23539925,1.405783296
2.35962224,-12.31436253,1.456032634
2.046162367,-12.32871914,1.563709617
1.753939033,-12.3861475,1.623530149
1.428515077,-12.44836044,1.645364642
1.176969647,-12.48186016,1.613958836
0.870688319,-12.49143124,1.582852125
0.525822759,-12.55364513,1.573280931
0.240777776,-12.58235836,1.534995675
-0.115752794,-12.66610718,1.420140266
-0.484546572,-12.8315115,1.317248821
-0.862911642,-12.97268772,1.20717907
-1.238584876,-13.09232903,1.111466169
-1.619342685,-13.25504112,0.92452687
-1.952244163,-13.35583878,0.716351271
-2.258525372,-13.43958759,0.464805812
-2.548356056,-13.5161581,0.239880472
-2.840280533,-13.61426353,-0.057128642
-3.060420275,-13.78893948,-0.365802765
-3.244966507,-13.97348595,-0.837487936
-3.331108332,-14.1242342,-1.285244823
-3.321537018,-14.21037579,-1.740180254
-3.259323597,-14.25823212,-2.149353027
-3.244966507,-14.27737427,-2.491825581
-3.273680449,-14.33480263,-2.793321371
-3.343072414,-14.40419388,-3.01376009
-3.390928745,-14.46909904,-3.159722328
-3.359822035,-14.50020599,-3.322434187
-3.108575821,-14.48584938,-3.538087368
-2.665604353,-14.46431351,-3.734298944
-2.414058924,-14.44756413,-3.83958292
-2.263311148,-14.40658665,-3.772583961
-2.146062851,-14.31565952,-3.712763548
-2.012064695,-14.20080376,-3.430410385
-1.870589137,-14.04527092,-3.166900873
-1.671984792,-13.87538052,-2.783750057
-1.518844128,-13.72433376,-2.420041084
-1.319940805,-13.52572918,-2.053640127
-1.135693431,-13.36062431,-1.692024708
-0.908375323,-13.21197033,-1.349851131
-0.673579574,-13.01575851,-1.071984529
-0.45583272,-12.86022568,-0.626919508
-0.223429814,-12.74776268,-0.191126704
0.020638095,-12.63021564,0.208773777
0.303290278,-12.48425293,0.510269404
0.616750062,-12.29761314,0.697208703
0.930508912,-12.1034956,0.847956538
1.229611754,-11.9718895,0.943669438
1.512263894,-11.79003525,1.027418256
1.811366796,-11.62253761,1.109073281
2.13469696,-11.39731312,1.192822099
2.426621199,-11.17717361,1.216750264
2.697309256,-10.94237804,1.278963685
2.948555708,-10.71027374,1.259821177
3.080160856,-10.50449181,1.044167995
3.185744286,-10.2026968,0.754636467
3.295814037,-9.951450348,0.452841699
3.369991541,-9.695118904,0.213559419
3.446561813,-9.419944763,0.046061836
3.5781672,-9.213862419,0.000598206
3.674179077,-9.077471733,0.134596273
3.755535126,-8.902795792,0.390628308
3.803391695,-8.687142372,0.464805812
3.714857101,-8.419146538,0.110668048
3.633202076,-8.165207863,-0.176769778
3.597309828,-7.952247143,-0.272482693
3.551846027,-7.775177956,-0.203090817
3.489632607,-7.633702278,-0.152841553
3.410669565,-7.490133286,-0.076271221
3.314956665,-7.308278561,-0.088235334
3.216850996,-7.028019428,-0.128913313
3.133102179,-6.704988003,-0.097806625
3.044268608,-6.324230194,-0.102592275
2.965305567,-6.015556335,0.113060869
2.852842808,-5.661119461,0.522532642
2.740380049,-5.416752338,0.859920621
2.57766819,-5.215754986,1.130608678
2.452942371,-5.0291152,1.288534999
2.268694878,-4.866104126,1.310070395
2.127518415,-4.722534657,1.348355532
1.986341953,-4.631607533,1.290927768
1.842473388,-4.543072701,1.200000525
1.670190215,-4.507180691,1.147358418
1.478764415,-4.538287163,1.063310504
1.279860973,-4.528716087,0.92452687
1.129113197,-4.598107815,0.757029235
0.956829965,-4.650749683,0.587138832
0.753140926,-4.758427143,0.321236432
0.547358155,-4.880460739,0.046061836
0.271884471,-5.012365341,-0.253340095
0.027816564,-5.108078003,-0.672383189
-0.185144648,-5.237290382,-1.129412293
-0.470189661,-5.313860893,-1.565205097
-0.71186471,-5.361717224,-2.053640127
-0.944267631,-5.488835812,-2.551646233
-1.154836059,-5.606084347,-3.066402197
-1.379761338,-5.689833164,-3.463909864
-1.494915962,-5.807081223,-3.794119358
-1.554736495,-5.816652775,-4.086342812
-1.552343726,-5.84058094,-4.330410957
-1.669592023,-5.886044502,-4.313661098
-1.846660852,-5.898008823,-4.342374802
-1.954637051,-5.866901875,-4.404588223
-2.016850471,-5.752046585,-4.191627026
-2.050349951,-5.677868843,-4.024129391
-2.107777596,-5.646762371,-3.988237143
-2.205883265,-5.574977875,-3.916153431
-2.260918379,-5.507978439,-3.825226068
-2.260918379,-5.38564539,-3.736691713
-2.215454578,-5.2707901,-3.506980658
-2.119741678,-5.158327579,-3.351148129
-2.091027975,-5.043471813,-3.243471146
-2.000100613,-4.914259434,-3.164507866
-1.872981906,-4.834997177,-3.243471146
-1.734198213,-4.68664217,-3.343969584
-1.65762794,-4.50957346,-3.33439827
-1.619342685,-4.394717693,-3.363112211
-1.600200176,-4.313062668,-3.336791277
-1.509272933,-4.207778454,-3.255435228
-1.456630826,-4.090530396,-3.238685369
-1.408774376,-3.999603033,-3.159722328
-1.336690545,-3.937389612,-3.114258766
-1.233799219,-3.879961967,-3.12383008
-1.162014484,-3.851248026,-3.054438114
-1.07348001,-3.784249067,-2.982653379
-0.970588684,-3.750450373,-2.975475073
-0.860518873,-3.743271828,-2.939582586
-0.766899645,-3.709772348,-2.894119024
-0.642472863,-3.633202076,-2.838784933
-0.50368917,-3.559024572,-2.870190859
